dataset,task_id,status,codebleu_1st_pass
ds1000,DS0000,passed,0.7030127067599006
ds1000,DS0001,hallucinated,0.25855058406136416
ds1000,DS0002,hallucinated,0.44164537718425767
ds1000,DS0003,passed,0.4686143610066306
ds1000,DS0004,hallucinated,0.22714244290141816
ds1000,DS0005,passed,0.1481221469620692
ds1000,DS0006,hallucinated,0.40155452857676144
ds1000,DS0007,hallucinated,0.438736925982927
ds1000,DS0008,passed,0.8134357604143191
ds1000,DS0009,hallucinated,0.4298083545543556
ds1000,DS0010,hallucinated,0.09144365536496371
ds1000,DS0011,hallucinated,0.32221894975607346
ds1000,DS0012,hallucinated,0.41633648942707224
ds1000,DS0013,hallucinated,0.23033438157219704
ds1000,DS0014,hallucinated,0.2833342851715214
ds1000,DS0015,hallucinated,0.264352965260509
ds1000,DS0016,passed,0.5433044579779255
ds1000,DS0017,passed,0.307151481555841
ds1000,DS0018,hallucinated,0.13575021170195692
ds1000,DS0019,passed,0.49466342766958793
ds1000,DS0020,hallucinated,0.27566165525869196
ds1000,DS0021,hallucinated,0.2958329364739184
ds1000,DS0022,hallucinated,0.060280346984784655
ds1000,DS0023,passed,0.32790076793789164
ds1000,DS0024,hallucinated,0.334193401290438
ds1000,DS0025,hallucinated,0.38940326550190185
ds1000,DS0026,hallucinated,0.22202509344637988
ds1000,DS0027,hallucinated,0.07222222222222222
ds1000,DS0028,hallucinated,0.18454295954672129
ds1000,DS0029,hallucinated,0.11233163812998706
ds1000,DS0030,passed,0.7281023110588289
ds1000,DS0031,passed,0.7281023110588289
ds1000,DS0032,hallucinated,0.17524664213490462
ds1000,DS0033,hallucinated,0.4559825693103058
ds1000,DS0034,hallucinated,0.37689998671632396
ds1000,DS0035,hallucinated,0.3972099675833033
ds1000,DS0036,passed,0.3330742663043601
ds1000,DS0037,passed,0.4807407710066596
ds1000,DS0038,hallucinated,0.3184917473429929
ds1000,DS0039,hallucinated,0.2595871379585778
ds1000,DS0040,hallucinated,0.40729087505333883
ds1000,DS0041,hallucinated,0.19523549108755958
ds1000,DS0042,hallucinated,0.2005464283458696
ds1000,DS0043,hallucinated,0.16540752857383548
ds1000,DS0044,hallucinated,0.09181590873030332
ds1000,DS0045,hallucinated,0.09755248606011413
ds1000,DS0046,hallucinated,0.09070534553118932
ds1000,DS0047,hallucinated,0.3169588582578262
ds1000,DS0048,hallucinated,0.4278473956612546
ds1000,DS0049,hallucinated,0.3018326347449175
ds1000,DS0050,passed,0.38233022584150955
ds1000,DS0051,passed,0.2993704092850524
ds1000,DS0052,passed,0.317809675192651
ds1000,DS0053,hallucinated,0.2107003373862941
ds1000,DS0054,hallucinated,0.3936934311352855
ds1000,DS0055,hallucinated,0.3593593700043536
ds1000,DS0056,hallucinated,0.3227131470695018
ds1000,DS0057,hallucinated,0.5572729218959108
ds1000,DS0058,hallucinated,0.3227131470695018
ds1000,DS0059,hallucinated,0.23626625933914908
ds1000,DS0060,hallucinated,0.23691944172690171
ds1000,DS0061,hallucinated,0.1367620173581034
ds1000,DS0062,hallucinated,0.1349350069331472
ds1000,DS0063,hallucinated,0.07032142076361174
ds1000,DS0064,hallucinated,0.18099966116046426
ds1000,DS0065,hallucinated,0.27575628502407096
ds1000,DS0066,hallucinated,0.5324255526222592
ds1000,DS0067,hallucinated,0.2531968714264905
ds1000,DS0068,hallucinated,0.39800989682777876
ds1000,DS0069,hallucinated,0.26339285714285715
ds1000,DS0070,hallucinated,0.19049514407954907
ds1000,DS0071,hallucinated,0.11566058723949574
ds1000,DS0072,hallucinated,0.23216181074621575
ds1000,DS0073,hallucinated,0.19095153751999622
ds1000,DS0074,hallucinated,0.22125598061540253
ds1000,DS0075,hallucinated,0.2360142339457354
ds1000,DS0076,passed,0.6881224407881517
ds1000,DS0077,passed,0.6881224407881517
ds1000,DS0078,passed,0.6881224407881517
ds1000,DS0079,hallucinated,0.32611292482948073
ds1000,DS0080,hallucinated,0.0765905989705092
ds1000,DS0081,hallucinated,0.06187891770502258
ds1000,DS0082,hallucinated,0.36925518473779145
ds1000,DS0083,hallucinated,0.5009635600738598
ds1000,DS0084,hallucinated,0.3221690142951053
ds1000,DS0085,hallucinated,0.42134216656568874
ds1000,DS0086,hallucinated,0.24160225957794224
ds1000,DS0087,hallucinated,0.2468938293491385
ds1000,DS0088,hallucinated,0.29651310710580586
ds1000,DS0089,hallucinated,0.27050572755833246
ds1000,DS0090,hallucinated,0.3506712686589981
ds1000,DS0091,passed,0.3747807012953488
ds1000,DS0092,hallucinated,0.218629141956921
ds1000,DS0093,hallucinated,0.10595400923723466
ds1000,DS0094,hallucinated,0.20442991439940023
ds1000,DS0095,hallucinated,0.26617184249349557
ds1000,DS0096,hallucinated,0.15902718586133197
ds1000,DS0097,hallucinated,0.27004998539638847
ds1000,DS0098,hallucinated,0.2647015594860359
ds1000,DS0099,hallucinated,0.1656183329704261
ds1000,DS0100,passed,0.7350922310849595
ds1000,DS0101,passed,0.7350922310849595
ds1000,DS0102,hallucinated,0.17988833140939084
ds1000,DS0103,hallucinated,0.27318125721228925
ds1000,DS0104,hallucinated,0.1367435664281849
ds1000,DS0105,hallucinated,0.27297584627202864
ds1000,DS0106,hallucinated,0.27248768454557687
ds1000,DS0107,hallucinated,0.12601868539949712
ds1000,DS0108,hallucinated,0.4049808557012726
ds1000,DS0109,hallucinated,0.40867613822043336
ds1000,DS0110,passed,0.4743064325487667
ds1000,DS0111,passed,0.4360527450067204
ds1000,DS0112,passed,1.0
ds1000,DS0113,passed,0.4557666000656678
ds1000,DS0114,hallucinated,0.3391472174356663
ds1000,DS0115,hallucinated,0.3144875003081994
ds1000,DS0116,hallucinated,0.3144875003081994
ds1000,DS0117,passed,1.0
ds1000,DS0118,hallucinated,0.4806667151040977
ds1000,DS0119,passed,0.19497582459091337
ds1000,DS0120,hallucinated,0.22479441971690226
ds1000,DS0121,hallucinated,0.16373799070480344
ds1000,DS0122,hallucinated,0.11587478768911631
ds1000,DS0123,hallucinated,0.29505587651556275
ds1000,DS0124,hallucinated,0.29505587651556275
ds1000,DS0125,hallucinated,0.5041439962574903
ds1000,DS0126,hallucinated,0.32393534964533555
ds1000,DS0127,hallucinated,0.2676382495810973
ds1000,DS0128,hallucinated,0.2676382495810973
ds1000,DS0129,hallucinated,0.216748300753613
ds1000,DS0130,hallucinated,0.3997293392999067
ds1000,DS0131,hallucinated,0.18117266243022978
ds1000,DS0132,hallucinated,0.2537877179101322
ds1000,DS0133,hallucinated,0.2775932526242016
ds1000,DS0134,hallucinated,0.14243322563016578
ds1000,DS0135,passed,1.0
ds1000,DS0136,passed,1.0
ds1000,DS0137,passed,1.0
ds1000,DS0138,passed,1.0
ds1000,DS0139,passed,0.274023268563582
ds1000,DS0140,passed,0.41688091614891887
ds1000,DS0141,passed,0.3019581671364583
ds1000,DS0142,hallucinated,0.10475036794182885
ds1000,DS0143,passed,0.2678742078676666
ds1000,DS0144,passed,0.3467656279914645
ds1000,DS0145,passed,0.2678742078676666
ds1000,DS0146,passed,0.2678742078676666
ds1000,DS0147,passed,0.5193468507343494
ds1000,DS0148,hallucinated,0.5010673101485913
ds1000,DS0149,hallucinated,0.5010673101485913
ds1000,DS0150,hallucinated,0.491808050889332
ds1000,DS0151,hallucinated,0.19707616712708514
ds1000,DS0152,hallucinated,0.18237028477414396
ds1000,DS0153,hallucinated,0.18128804406350413
ds1000,DS0154,hallucinated,0.1835918373904849
ds1000,DS0155,passed,0.15567281356578822
ds1000,DS0156,passed,0.35180669191342506
ds1000,DS0157,hallucinated,0.2137418049404487
ds1000,DS0158,hallucinated,0.2137418049404487
ds1000,DS0159,hallucinated,0.1471570795475871
ds1000,DS0160,hallucinated,0.3893123364190674
ds1000,DS0161,hallucinated,0.3797881875976108
ds1000,DS0162,hallucinated,0.30271863121459885
ds1000,DS0163,hallucinated,0.2815830102995662
ds1000,DS0164,hallucinated,0.2413615389902654
ds1000,DS0165,hallucinated,0.15142958236486181
ds1000,DS0166,passed,0.2552906392687191
ds1000,DS0167,passed,0.2552906392687191
ds1000,DS0168,passed,0.12590089147814007
ds1000,DS0169,passed,1.0
ds1000,DS0170,passed,1.0
ds1000,DS0171,passed,1.0
ds1000,DS0172,hallucinated,0.20393694898002163
ds1000,DS0173,hallucinated,0.20956526963030597
ds1000,DS0174,hallucinated,0.1573023134236278
ds1000,DS0175,hallucinated,0.4506282057283097
ds1000,DS0176,passed,0.1333150080015095
ds1000,DS0177,passed,1.0
ds1000,DS0178,passed,1.0
ds1000,DS0179,passed,1.0
ds1000,DS0180,passed,1.0
ds1000,DS0181,hallucinated,0.10958744793770656
ds1000,DS0182,hallucinated,0.08943321601477335
ds1000,DS0183,hallucinated,0.1757870086429782
ds1000,DS0184,hallucinated,0.15724951879561339
ds1000,DS0185,passed,0.48787746035397
ds1000,DS0186,passed,0.5088462113167079
ds1000,DS0187,hallucinated,0.41177737800125824
ds1000,DS0188,hallucinated,0.32928905384926666
ds1000,DS0189,hallucinated,0.315316567046959
ds1000,DS0190,passed,0.6523095144439611
ds1000,DS0191,passed,0.6523095144439611
ds1000,DS0192,passed,0.6523095144439611
ds1000,DS0193,passed,0.40880523252178846
ds1000,DS0194,hallucinated,0.23778900880578344
ds1000,DS0195,hallucinated,0.19115881826802988
ds1000,DS0196,hallucinated,0.19115881826802988
ds1000,DS0197,hallucinated,0.18018902897742078
ds1000,DS0198,hallucinated,0.22058519550939037
ds1000,DS0199,hallucinated,0.19793424289295725
ds1000,DS0200,hallucinated,0.4060557828493836
ds1000,DS0201,hallucinated,0.41189570547052257
ds1000,DS0202,hallucinated,0.1995404587724937
ds1000,DS0203,hallucinated,0.2078023951623299
ds1000,DS0204,hallucinated,0.08004575274737077
ds1000,DS0205,hallucinated,0.2298559487478335
ds1000,DS0206,hallucinated,0.493992395768281
ds1000,DS0207,hallucinated,0.19947206789518468
ds1000,DS0208,hallucinated,0.2386448663716735
ds1000,DS0209,hallucinated,0.3310056517269127
ds1000,DS0210,hallucinated,0.31753376579739967
ds1000,DS0211,hallucinated,0.3581104442721721
ds1000,DS0212,passed,0.8351031460212732
ds1000,DS0213,passed,0.29013950956665807
ds1000,DS0214,passed,0.5941178035494329
ds1000,DS0215,passed,0.2656407989713855
ds1000,DS0216,hallucinated,0.09887446893386839
ds1000,DS0217,hallucinated,0.2625855297543339
ds1000,DS0218,hallucinated,0.42077507564887706
ds1000,DS0219,hallucinated,0.5260290872686935
ds1000,DS0220,hallucinated,0.3298649991426152
ds1000,DS0221,hallucinated,0.32391261819023426
ds1000,DS0222,hallucinated,0.37588165138607615
ds1000,DS0223,hallucinated,0.3678055340780865
ds1000,DS0224,hallucinated,0.30376977932277144
ds1000,DS0225,hallucinated,0.23019646053212212
ds1000,DS0226,hallucinated,0.33139218897196143
ds1000,DS0227,hallucinated,0.2604489522610951
ds1000,DS0228,hallucinated,0.11161871846167394
ds1000,DS0229,passed,0.2669883790017361
ds1000,DS0230,passed,0.24740818661782416
ds1000,DS0231,passed,0.2669883790017361
ds1000,DS0232,passed,0.6718345620002728
ds1000,DS0233,passed,0.630962607201532
ds1000,DS0234,hallucinated,0.6686779963437072
ds1000,DS0235,hallucinated,0.6255334901564791
ds1000,DS0236,hallucinated,0.6573471422067566
ds1000,DS0237,hallucinated,0.46200566163977735
ds1000,DS0238,hallucinated,0.4205623439746462
ds1000,DS0239,passed,0.2563427031652854
ds1000,DS0240,hallucinated,0.3930677447160964
ds1000,DS0241,hallucinated,0.31725526979271235
ds1000,DS0242,hallucinated,0.14645095939879751
ds1000,DS0243,hallucinated,0.753426712009196
ds1000,DS0244,hallucinated,0.39105857029737146
ds1000,DS0245,hallucinated,0.36740992164872277
ds1000,DS0246,passed,0.2766033117099578
ds1000,DS0247,hallucinated,0.24464120969245295
ds1000,DS0248,passed,0.49276361278962877
ds1000,DS0249,hallucinated,0.3923737195867446
ds1000,DS0250,hallucinated,0.3302670779312388
ds1000,DS0251,passed,0.48515664505923406
ds1000,DS0252,hallucinated,0.19152957717169364
ds1000,DS0253,hallucinated,0.15114012594745518
ds1000,DS0254,hallucinated,0.3225986815245897
ds1000,DS0255,hallucinated,0.12185757605377937
ds1000,DS0256,hallucinated,0.16185393242739776
ds1000,DS0257,passed,0.27433770511141836
ds1000,DS0258,hallucinated,0.27433770511141836
ds1000,DS0259,passed,0.8851453833465539
ds1000,DS0260,passed,0.8851453833465539
ds1000,DS0261,passed,0.8354640639639465
ds1000,DS0262,hallucinated,0.24963761901112563
ds1000,DS0263,hallucinated,0.14891302498021097
