dataset,task_id,status,codebleu_1st_pass
humaneval,HumanEval/0,passed,0.27680508302806034
humaneval,HumanEval/1,passed,0.32239515582993394
humaneval,HumanEval/2,passed,0.2987018478852253
humaneval,HumanEval/3,passed,0.5740518423268028
humaneval,HumanEval/4,passed,0.6783505983342284
humaneval,HumanEval/5,passed,0.5475604498261789
humaneval,HumanEval/6,passed,0.29354045836259385
humaneval,HumanEval/7,passed,0.5285355717093455
humaneval,HumanEval/8,passed,0.28133311112796305
humaneval,HumanEval/9,passed,0.23941967611283693
humaneval,HumanEval/10,hallucinated,0.3002512874820154
humaneval,HumanEval/11,passed,0.21996436282856446
humaneval,HumanEval/12,passed,0.3480948720355368
humaneval,HumanEval/13,passed,0.5761557085430598
humaneval,HumanEval/14,passed,0.16684323738502366
humaneval,HumanEval/15,passed,0.35179369030189156
humaneval,HumanEval/16,passed,0.43200474665412614
humaneval,HumanEval/17,passed,0.36318266947216193
humaneval,HumanEval/18,passed,0.36524672196028996
humaneval,HumanEval/19,passed,0.5622401490552906
humaneval,HumanEval/20,passed,0.14710064409741636
humaneval,HumanEval/21,passed,0.38045195846984226
humaneval,HumanEval/22,passed,0.4454885744201778
humaneval,HumanEval/23,passed,0.5216481543273073
humaneval,HumanEval/24,passed,0.45946684699307166
humaneval,HumanEval/25,passed,0.2889508731451608
humaneval,HumanEval/26,hallucinated,0.25359756820179635
humaneval,HumanEval/27,passed,0.44388832915916815
humaneval,HumanEval/28,passed,0.54081183532694
humaneval,HumanEval/29,passed,0.45410400520554806
humaneval,HumanEval/30,passed,0.4387627390969951
humaneval,HumanEval/31,passed,0.3488236760435729
humaneval,HumanEval/32,passed,0.23321184947742268
humaneval,HumanEval/33,passed,0.2037093138335317
humaneval,HumanEval/34,passed,0.4187290372868842
humaneval,HumanEval/35,passed,0.056047588045808686
humaneval,HumanEval/36,passed,0.3581692463954143
humaneval,HumanEval/37,passed,0.21499486987507127
humaneval,HumanEval/38,hallucinated,0.3764312915073569
humaneval,HumanEval/39,passed,0.17036822836083187
humaneval,HumanEval/40,passed,0.4889825626151151
humaneval,HumanEval/41,passed,0.29284814738620385
humaneval,HumanEval/42,passed,0.2720711588630846
humaneval,HumanEval/43,passed,0.19021029030272063
