dataset,task_id,status,codebleu_1st_pass
humaneval,HumanEval/0,passed,0.29458637821142303
humaneval,HumanEval/1,passed,0.27972845950399133
humaneval,HumanEval/10,hallucinated,0.2936602146453644
humaneval,HumanEval/11,passed,0.363037231085525
humaneval,HumanEval/12,passed,0.3996479718005931
humaneval,HumanEval/13,passed,0.5810682531772061
humaneval,HumanEval/14,passed,0.23611470656443923
humaneval,HumanEval/100,passed,0.224015760933868
humaneval,HumanEval/101,passed,0.11878276988005042
humaneval,HumanEval/102,passed,0.5281205313942106
humaneval,HumanEval/103,passed,0.2870041059004854
humaneval,HumanEval/104,passed,0.2587864172701401
humaneval,HumanEval/105,passed,0.46524966182447725
humaneval,HumanEval/106,passed,0.205817499719606
humaneval,HumanEval/107,passed,0.39605814771442943
humaneval,HumanEval/108,hallucinated,0.2225117201880356
humaneval,HumanEval/109,passed,0.2755957456856082
humaneval,HumanEval/110,passed,0.1670874662402125
humaneval,HumanEval/111,passed,0.11466845916384383
humaneval,HumanEval/112,passed,0.5241730289933599
humaneval,HumanEval/113,passed,0.28814152681636945
humaneval,HumanEval/114,passed,0.14724529045589513
humaneval,HumanEval/115,hallucinated,0.341743665926696
humaneval,HumanEval/116,passed,0.38877150242699776
humaneval,HumanEval/117,passed,0.3397685935682312
humaneval,HumanEval/118,passed,0.37536943298198666
humaneval,HumanEval/119,passed,0.22552895904378656
humaneval,HumanEval/120,hallucinated,0.24666569103551064
humaneval,HumanEval/121,passed,0.36108604003094974
humaneval,HumanEval/122,passed,0.19881800730908616
humaneval,HumanEval/123,hallucinated,0.24243219359105733
humaneval,HumanEval/124,passed,0.3623735680504181
humaneval,HumanEval/125,hallucinated,0.390247641708716
humaneval,HumanEval/126,hallucinated,0.15679656209348303
humaneval,HumanEval/128,passed,0.28144508700663906
humaneval,HumanEval/131,passed,0.20863514923846926
humaneval,HumanEval/133,passed,0.25752436324663824
humaneval,HumanEval/136,passed,0.2511824108165151
humaneval,HumanEval/138,passed,0.3968409780368779
humaneval,HumanEval/139,passed,0.3264477821144127
humaneval,HumanEval/140,passed,0.1458383309218318
