dataset,task_id,status,codebleu_1st_pass
mbpp,602,passed,0.2586734537490354
mbpp,603,hallucinated,0.13127760796883936
mbpp,604,hallucinated,0.39466645424865754
mbpp,605,passed,0.3047246803865775
mbpp,606,passed,0.41574214890247874
mbpp,607,hallucinated,0.45149753310239704
mbpp,608,hallucinated,0.3315148362987482
mbpp,610,hallucinated,0.32400263966511833
mbpp,611,passed,0.23647513378941465
mbpp,612,hallucinated,0.29581106961839554
mbpp,614,passed,0.25603149029843075
mbpp,615,hallucinated,0.24334530970946192
mbpp,616,passed,0.37471255046288837
mbpp,617,hallucinated,0.15227507772679355
mbpp,618,passed,0.24400741090597852
mbpp,619,hallucinated,0.1519045533811963
mbpp,620,hallucinated,0.16546334749694294
mbpp,622,hallucinated,0.10072897361549375
mbpp,623,passed,0.14820273324802877
mbpp,624,hallucinated,0.5650431179093336
mbpp,625,passed,0.17265228702216417
mbpp,626,hallucinated,0.2240506665393997
mbpp,627,passed,0.37245075275796874
mbpp,628,hallucinated,0.6070685192838393
mbpp,629,hallucinated,0.34508881295082355
mbpp,630,hallucinated,0.1577682942172795
mbpp,631,hallucinated,0.2826744890795344
mbpp,632,hallucinated,0.0825593019450459
mbpp,633,passed,0.295120555885291
mbpp,635,passed,0.24263198152666265
mbpp,637,passed,0.3027525959690327
mbpp,638,hallucinated,0.34253417246538453
mbpp,639,hallucinated,0.19638966595967017
mbpp,640,hallucinated,0.3127316679031805
mbpp,641,hallucinated,0.5341482377947341
mbpp,643,hallucinated,0.4706867747824072
mbpp,644,passed,0.3379048026419753
mbpp,720,hallucinated,0.33955380477670716
mbpp,721,hallucinated,0.313557215987731
mbpp,722,hallucinated,0.23255079509241167
mbpp,723,passed,0.2108552956984458
mbpp,724,passed,0.27389462327655584
mbpp,725,hallucinated,0.5393925095932954
mbpp,726,passed,0.34899681186406306
mbpp,728,passed,0.18017318003654842
mbpp,730,hallucinated,0.23448957112287053
mbpp,731,passed,0.40940826182564427
mbpp,732,hallucinated,0.34936220402532747
mbpp,733,passed,0.7085793717088874
mbpp,734,hallucinated,0.16130275799749222
mbpp,788,hallucinated,0.33239988885596505
mbpp,790,passed,0.2682727976594801
mbpp,791,hallucinated,0.23991413005013792
mbpp,792,passed,1.0
mbpp,793,passed,0.3888665047348978
mbpp,794,passed,0.40771148199380525
mbpp,796,hallucinated,0.12738155612722418
mbpp,797,hallucinated,0.12171876261646956
mbpp,798,passed,0.0884434141086384
mbpp,799,passed,0.32271264009155276
mbpp,800,hallucinated,0.2887430860001285
mbpp,801,hallucinated,0.255527376790478
mbpp,802,hallucinated,0.20617933008087402
mbpp,803,passed,0.18353727651197715
mbpp,804,passed,0.27099991864712086
mbpp,805,passed,0.31664420246314506
mbpp,806,hallucinated,0.18328976975679823
mbpp,807,passed,0.13303685202904048
mbpp,808,hallucinated,0.21679128502363368
mbpp,809,hallucinated,0.5834345196852041
mbpp,735,hallucinated,0.15778581156470958
mbpp,736,passed,0.3167074082427378
mbpp,737,passed,0.3344777231720375
mbpp,738,hallucinated,0.5741679575729077
mbpp,739,hallucinated,0.25813952364692405
mbpp,740,passed,0.15952916857211202
mbpp,741,passed,0.3121597515711554
mbpp,742,hallucinated,0.32217400435044
mbpp,743,passed,0.3403501705345414
mbpp,744,passed,0.190997246972435
mbpp,745,passed,0.3442260293822415
mbpp,746,passed,0.6451774026553236
mbpp,747,hallucinated,0.24644519832104073
mbpp,748,hallucinated,0.3505395742783989
mbpp,749,passed,0.1581362200290049
mbpp,750,passed,0.31500302578896955
mbpp,751,hallucinated,0.4559116704341054
mbpp,752,hallucinated,0.14811011793657664
mbpp,753,hallucinated,0.19360178881920204
mbpp,754,passed,0.2835067680915475
mbpp,755,hallucinated,0.20175187645695308
mbpp,756,hallucinated,0.37454882219931085
mbpp,757,hallucinated,0.18862749074753127
mbpp,758,hallucinated,0.11546352987269938
mbpp,759,hallucinated,0.28795029990616827
mbpp,760,passed,0.24427696182495387
mbpp,762,passed,0.1859195372652981
mbpp,763,hallucinated,0.3385881516872115
mbpp,764,hallucinated,0.056951990658957494
mbpp,765,hallucinated,0.1996445249205216
mbpp,766,passed,0.19122487407794175
mbpp,767,hallucinated,0.21230397643169283
mbpp,769,hallucinated,0.39102385398402245
mbpp,770,passed,0.3001050127501993
mbpp,771,hallucinated,0.43385280374576957
mbpp,772,hallucinated,0.3284767012808052
mbpp,773,hallucinated,0.21621337803534957
mbpp,775,passed,0.35283026190698347
mbpp,776,hallucinated,0.22883391457760877
mbpp,777,hallucinated,0.10858620375958578
mbpp,778,hallucinated,0.2693536154239051
mbpp,779,hallucinated,0.11541204923629515
mbpp,780,hallucinated,0.31293778248092885
mbpp,781,passed,0.33385136715573416
mbpp,782,passed,0.24477186607073076
mbpp,783,hallucinated,0.4515142232993391
mbpp,784,hallucinated,0.1714430953630234
mbpp,785,hallucinated,0.20226019174923626
mbpp,786,passed,0.3433357959497001
mbpp,787,passed,0.34648913672353443
mbpp,11,hallucinated,
mbpp,12,passed,
mbpp,14,passed,
mbpp,16,hallucinated,
mbpp,17,passed,
mbpp,18,hallucinated,
mbpp,19,passed,
mbpp,20,passed,
mbpp,56,hallucinated,
mbpp,57,passed,
mbpp,58,passed,
mbpp,59,hallucinated,
mbpp,61,passed,
mbpp,62,passed,
mbpp,63,hallucinated,
mbpp,64,hallucinated,
mbpp,65,passed,
mbpp,66,passed,
mbpp,67,hallucinated,
mbpp,68,passed,
mbpp,69,passed,
mbpp,70,hallucinated,
mbpp,71,hallucinated,
mbpp,72,passed,
mbpp,74,hallucinated,
