dataset,task_id,status,codebleu_1st_pass
ds1000,DS0000,passed,0.1732731222759597
ds1000,DS0001,hallucinated,0.1068645492080477
ds1000,DS0002,hallucinated,0.16752462113358357
ds1000,DS0003,hallucinated,0.2040104973691247
ds1000,DS0004,hallucinated,0.2622810206620819
ds1000,DS0005,hallucinated,0.06932157107377987
ds1000,DS0006,hallucinated,0.14587995618572341
ds1000,DS0007,hallucinated,0.18451800118463652
ds1000,DS0008,hallucinated,0.18451800118463652
ds1000,DS0009,hallucinated,0.17047648714312247
ds1000,DS0010,hallucinated,0.09439653383133244
ds1000,DS0011,hallucinated,0.3980055660348451
ds1000,DS0012,hallucinated,0.38646749818267256
ds1000,DS0013,hallucinated,0.31172479399438063
ds1000,DS0014,hallucinated,0.27859494368450644
ds1000,DS0015,hallucinated,0.1390077216192021
ds1000,DS0016,hallucinated,0.1846590909090909
ds1000,DS0017,hallucinated,0.302179478596456
ds1000,DS0018,hallucinated,0.08364661654135339
ds1000,DS0019,hallucinated,0.19534201251149022
ds1000,DS0020,hallucinated,0.2627290671723832
ds1000,DS0021,hallucinated,0.2627290671723832
ds1000,DS0022,hallucinated,0.0762948190806584
ds1000,DS0023,hallucinated,0.4309737291204663
ds1000,DS0024,hallucinated,0.4309737291204663
ds1000,DS0025,hallucinated,0.2133254286646519
ds1000,DS0026,hallucinated,0.3592607179571557
ds1000,DS0027,hallucinated,0.34986021657748684
ds1000,DS0028,hallucinated,0.2466609276724798
ds1000,DS0029,hallucinated,0.0633351241228873
ds1000,DS0030,passed,0.17283033771329842
ds1000,DS0031,passed,0.20854462342758415
ds1000,DS0032,hallucinated,0.20842535400197898
ds1000,DS0033,hallucinated,0.20816294810221078
ds1000,DS0034,hallucinated,0.20816294810221078
ds1000,DS0035,hallucinated,0.1961842609372751
ds1000,DS0036,passed,0.154325704197715
ds1000,DS0037,passed,0.1519781831319203
ds1000,DS0038,hallucinated,0.18847057198822162
ds1000,DS0039,hallucinated,0.27101848763488734
ds1000,DS0040,hallucinated,0.20902246788469944
ds1000,DS0041,hallucinated,0.056935223962897616
ds1000,DS0042,hallucinated,0.25773466543465173
ds1000,DS0043,hallucinated,0.193756011007178
ds1000,DS0044,hallucinated,0.07307140865614614
ds1000,DS0045,hallucinated,0.08525089583563333
ds1000,DS0046,hallucinated,0.08525089583563333
ds1000,DS0047,hallucinated,0.16332468709764214
ds1000,DS0048,hallucinated,0.17678232563673946
ds1000,DS0049,hallucinated,0.16486505967492315
ds1000,DS0050,passed,0.19564358946158322
