dataset,task_id,status,codebleu_1st_pass
humaneval,HumanEval/0,hallucinated,0.29154320094179886
humaneval,HumanEval/1,hallucinated,0.2503583083719361
humaneval,HumanEval/2,passed,0.2989465092127311
humaneval,HumanEval/3,hallucinated,0.6541362319322892
humaneval,HumanEval/4,passed,0.5100459297198113
humaneval,HumanEval/5,hallucinated,0.3546596100545343
humaneval,HumanEval/6,hallucinated,0.3153010400535822
humaneval,HumanEval/7,hallucinated,0.5267295946881358
humaneval,HumanEval/8,hallucinated,0.08689682585978606
humaneval,HumanEval/9,hallucinated,0.28855807833419955
humaneval,HumanEval/10,hallucinated,0.2935902465532046
humaneval,HumanEval/11,passed,0.3890611656054729
humaneval,HumanEval/12,hallucinated,0.41597488602964994
humaneval,HumanEval/13,passed,0.5566554935721029
humaneval,HumanEval/14,hallucinated,0.19460045189962588
humaneval,HumanEval/15,passed,0.358179039098428
humaneval,HumanEval/16,passed,0.5659640364631797
humaneval,HumanEval/17,hallucinated,0.12189893254064642
humaneval,HumanEval/18,passed,0.46883548680628634
humaneval,HumanEval/19,passed,0.6120291876156794
humaneval,HumanEval/20,hallucinated,0.12477554362959822
humaneval,HumanEval/21,hallucinated,0.5352163743505318
humaneval,HumanEval/22,hallucinated,0.6885055351925646
humaneval,HumanEval/23,passed,0.5202473582897857
humaneval,HumanEval/24,passed,0.46558393239399903
humaneval,HumanEval/25,passed,0.2554418323984531
humaneval,HumanEval/26,hallucinated,0.21171437641088875
humaneval,HumanEval/27,passed,0.5437418142409576
humaneval,HumanEval/28,hallucinated,0.5401167820889905
humaneval,HumanEval/29,hallucinated,0.4569283424337084
humaneval,HumanEval/30,passed,0.3241626642662573
humaneval,HumanEval/31,passed,0.4418227861885223
humaneval,HumanEval/32,hallucinated,0.213582686669001
humaneval,HumanEval/33,hallucinated,0.18658369331068686
humaneval,HumanEval/34,passed,0.4210470142658429
humaneval,HumanEval/35,passed,0.05642139588183777
humaneval,HumanEval/36,passed,0.3728597976521652
humaneval,HumanEval/37,passed,0.26062414536424405
humaneval,HumanEval/38,hallucinated,0.3764312915073569
humaneval,HumanEval/39,hallucinated,0.29382176063231163
humaneval,HumanEval/40,passed,0.300565448703968
humaneval,HumanEval/41,passed,0.29775244127914624
humaneval,HumanEval/42,passed,0.19337648854112288
humaneval,HumanEval/43,passed,0.17475455664848272
humaneval,HumanEval/44,passed,0.5920280742321467
humaneval,HumanEval/45,passed,0.33331299492644517
humaneval,HumanEval/46,passed,0.09162355700977215
humaneval,HumanEval/47,passed,0.2776497216405781
humaneval,HumanEval/48,passed,0.13668103604526893
humaneval,HumanEval/49,passed,0.09040414894533022
humaneval,HumanEval/100,passed,0.33334062583497903
humaneval,HumanEval/101,hallucinated,0.15429054506606144
humaneval,HumanEval/102,passed,0.5786690225969465
humaneval,HumanEval/103,passed,0.26966624270553896
humaneval,HumanEval/104,passed,0.2584646542667728
humaneval,HumanEval/105,passed,0.2292110166672823
humaneval,HumanEval/106,hallucinated,0.21046792523611413
humaneval,HumanEval/107,passed,0.4000379921198764
humaneval,HumanEval/108,hallucinated,0.2341309674820498
humaneval,HumanEval/109,passed,0.2758175030445482
