dataset,task_id,status,codebleu_1st_pass
mbpp,11,hallucinated,0.18745820549380862
mbpp,12,passed,0.21818755972042583
mbpp,14,passed,0.31656694699127996
mbpp,16,hallucinated,0.2877402637425316
mbpp,17,passed,0.22064308587934778
mbpp,18,hallucinated,0.050556226173149844
mbpp,19,passed,0.246452251019106
mbpp,20,hallucinated,0.27178106357990356
mbpp,56,hallucinated,0.06497207175687006
mbpp,57,passed,0.13962623067535235
mbpp,58,passed,0.3180483097652515
mbpp,59,hallucinated,0.3770432793540356
mbpp,61,passed,0.20548884139717483
mbpp,62,passed,1.0
mbpp,63,hallucinated,0.17751613394301585
mbpp,64,passed,0.3088263003853318
mbpp,65,passed,0.3227243669386979
mbpp,66,passed,0.10858993934745961
mbpp,67,hallucinated,0.37504626479589226
mbpp,68,passed,1.0
mbpp,69,passed,0.1423714221187362
mbpp,70,hallucinated,0.2645645237539747
mbpp,71,passed,0.2766591055562535
mbpp,72,hallucinated,0.46574548657307624
mbpp,74,hallucinated,0.1695436025170295
mbpp,75,passed,0.34172439427716805
mbpp,77,passed,0.39464486298963075
mbpp,79,passed,0.12479732438295274
mbpp,80,passed,0.48179681535116015
mbpp,82,passed,0.3847003402298792
mbpp,83,hallucinated,0.20424987983330178
mbpp,84,passed,0.4952828179518215
mbpp,85,passed,0.3782830644902565
mbpp,86,passed,0.8106320591967645
mbpp,87,hallucinated,0.25610028560157294
mbpp,88,passed,0.2461773885629885
mbpp,89,passed,0.3535231881252026
mbpp,90,passed,0.3432486646963515
mbpp,91,hallucinated,0.24172509829110933
mbpp,92,hallucinated,0.33320543018853527
mbpp,93,passed,0.14456126638364974
mbpp,94,passed,0.2258969113036847
mbpp,95,passed,0.25483262342190033
mbpp,96,passed,0.1916323360551196
mbpp,97,passed,0.19161834998404198
mbpp,98,passed,0.4936314631820088
mbpp,99,passed,0.4058307895643697
mbpp,100,passed,0.2779814196899785
mbpp,101,passed,0.12035380827067496
mbpp,102,passed,0.32950964514364944
mbpp,227,passed,0.1387682594401365
mbpp,228,passed,0.24464507447224138
mbpp,229,hallucinated,0.2446468306801084
mbpp,230,passed,0.2941811850974053
mbpp,232,passed,0.20101607131785706
mbpp,233,passed,0.26409196388822215
mbpp,234,passed,0.1358715307537265
mbpp,235,hallucinated,0.20572675835247584
mbpp,237,hallucinated,0.37864021354580085
mbpp,238,passed,0.297194230270853
mbpp,239,hallucinated,0.13481283129751293
mbpp,240,passed,0.33763705909137437
mbpp,242,passed,0.08710377834944641
mbpp,244,passed,0.18742402231963803
mbpp,245,passed,0.2583335472907393
mbpp,246,passed,0.24533973065317077
mbpp,247,passed,0.4016382988847928
mbpp,248,passed,0.5288257780816907
mbpp,249,hallucinated,0.22559952226314298
mbpp,250,passed,0.14549269189798938
mbpp,251,passed,0.20302420024798368
mbpp,252,hallucinated,0.4188544941503734
mbpp,253,passed,0.18589196138830982
mbpp,255,hallucinated,0.5408574715140093
mbpp,256,passed,0.22879225239780984
mbpp,257,passed,0.19712486175643945
mbpp,259,hallucinated,0.4129811752463297
mbpp,260,hallucinated,0.20619897479643462
mbpp,261,passed,0.377805871080418
mbpp,262,passed,0.6373037543021386
mbpp,264,passed,0.4012581581899578
mbpp,265,passed,0.6905994887159884
mbpp,266,passed,0.17623130577114587
mbpp,267,passed,0.2175174286759563
mbpp,268,hallucinated,0.5858579847919632
mbpp,269,passed,0.3069776351068051
mbpp,270,passed,0.196622596373506
mbpp,271,passed,0.19088027207642766
mbpp,272,passed,0.3753132392332205
mbpp,273,passed,0.21273072759671036
mbpp,274,hallucinated,0.30960863678033357
mbpp,276,passed,0.1759399290841219
mbpp,277,passed,0.35986185980780755
mbpp,278,passed,0.2773983948284221
mbpp,279,hallucinated,0.22595127245510474
mbpp,280,passed,0.18792211683592686
mbpp,281,passed,0.40380399742862383
mbpp,282,passed,0.18261979230784806
mbpp,283,passed,0.1838181430908129
mbpp,284,passed,0.326748181133405
mbpp,418,passed,0.20629891389192176
mbpp,419,passed,0.17104483794908848
mbpp,420,hallucinated,0.29275760686058255
mbpp,421,hallucinated,0.23421033595472496
mbpp,422,passed,0.36233967468703
mbpp,424,hallucinated,0.2996327379607178
mbpp,425,passed,0.3025536655278174
mbpp,426,passed,0.12138456605170815
mbpp,427,passed,0.3381977751132393
mbpp,428,passed,0.6463014912688798
mbpp,429,passed,0.6210230122700667
mbpp,430,hallucinated,0.26815286080381096
mbpp,431,hallucinated,0.19023856712790216
mbpp,432,passed,0.24141602849606075
mbpp,433,passed,0.2792778888818211
mbpp,434,passed,0.35888684215106836
mbpp,435,passed,0.5441719846035538
mbpp,436,passed,0.15952655500839813
mbpp,437,hallucinated,0.21732759382770636
mbpp,438,hallucinated,0.37555066369683054
mbpp,439,passed,0.2846602487475408
mbpp,440,hallucinated,0.35104216080738543
mbpp,441,passed,0.1867182543684643
mbpp,442,hallucinated,0.26538260690046045
mbpp,443,hallucinated,0.31770440660314525
mbpp,444,hallucinated,0.22699947017551939
mbpp,445,hallucinated,0.17257106163437136
mbpp,446,hallucinated,0.2714008010210838
mbpp,447,passed,0.11453801672805045
mbpp,448,hallucinated,0.2344191494322419
mbpp,450,passed,0.3734984439934475
mbpp,451,passed,0.3873395221153421
mbpp,452,hallucinated,0.3321225573889438
mbpp,453,passed,0.21429992143269277
mbpp,454,hallucinated,0.46546727904020446
mbpp,455,passed,0.2306014027368117
mbpp,456,passed,0.25832474661520416
mbpp,457,passed,0.3184393101691923
mbpp,458,passed,0.257797577141041
mbpp,459,passed,0.3837531604236235
mbpp,460,passed,0.4627226466582593
mbpp,461,hallucinated,0.05780654168788586
mbpp,462,hallucinated,0.2701573250606836
mbpp,463,passed,0.07647841196832447
mbpp,464,passed,0.39290218920125614
mbpp,465,passed,0.27236285631379564
mbpp,468,hallucinated,0.2882428418065983
mbpp,470,passed,0.27624099391282786
mbpp,471,passed,0.22566057600834008
mbpp,472,passed,0.4480932954170337
mbpp,473,hallucinated,0.2284742800304379
mbpp,474,passed,0.32055192917423364
mbpp,475,hallucinated,0.6098127249205717
mbpp,476,passed,0.3330906975480077
mbpp,477,hallucinated,0.5650431179093336
mbpp,478,passed,0.3786183026232397
mbpp,479,passed,0.4635439836691525
mbpp,103,passed,0.7433981685861619
mbpp,104,passed,0.14249986999593767
mbpp,105,passed,0.4163512582434279
mbpp,106,passed,0.5353042908527
mbpp,108,passed,0.1422255511485801
mbpp,109,passed,0.17557950930374247
mbpp,111,hallucinated,0.19309090087472247
mbpp,113,passed,0.08583836419550636
mbpp,115,passed,0.4248417912160446
mbpp,116,passed,0.2871447888073648
mbpp,117,hallucinated,0.19027367171467058
mbpp,118,passed,0.14609373212904903
mbpp,119,hallucinated,0.17250173173263075
mbpp,120,passed,0.19602979082764732
mbpp,123,passed,0.18577684412144746
mbpp,124,hallucinated,0.3793523952789042
mbpp,125,passed,0.1657771304816003
mbpp,126,passed,0.4851418281129489
mbpp,127,passed,0.09318178510553185
mbpp,128,hallucinated,0.1737384137067928
mbpp,129,passed,0.20240998529674756
mbpp,130,passed,0.13587767289408031
mbpp,131,passed,0.14590047578412335
mbpp,132,hallucinated,0.23787867845715455
mbpp,133,passed,0.11568196356076196
mbpp,135,passed,0.5459985912732391
mbpp,137,hallucinated,0.17503287854720895
mbpp,138,hallucinated,0.3909149837699629
mbpp,139,passed,0.1993832506948048
mbpp,140,passed,0.321381517784188
mbpp,141,hallucinated,0.21306966833554097
mbpp,142,passed,0.1984950387345497
mbpp,143,hallucinated,0.3355819203515785
