dataset,task_id,status,codebleu_1st_pass
mbpp,11,passed,0.1553983815854562
mbpp,12,passed,0.21818755972042583
mbpp,14,passed,0.4926918430986162
mbpp,16,hallucinated,0.2923451538825852
mbpp,17,passed,0.233366523995694
mbpp,18,hallucinated,0.050556226173149844
mbpp,19,passed,0.328936646582917
mbpp,20,hallucinated,0.18436802342676203
mbpp,56,hallucinated,0.06497207175687006
mbpp,57,passed,0.24211278513095144
mbpp,58,passed,0.3821168951313795
mbpp,59,hallucinated,0.2902574016294318
mbpp,61,passed,0.20548884139717483
mbpp,62,passed,1.0
mbpp,63,hallucinated,0.1691615764794373
mbpp,64,passed,0.3088263003853318
mbpp,65,passed,0.33870700173865764
mbpp,66,passed,0.10858993934745961
mbpp,67,passed,0.9315051504648947
mbpp,68,passed,1.0
mbpp,69,passed,0.12417781680830427
mbpp,70,hallucinated,0.13930205830170134
mbpp,71,passed,0.2766591055562535
mbpp,72,hallucinated,0.46132508254420945
mbpp,74,hallucinated,0.2228399299405322
mbpp,75,passed,0.3579432729765807
mbpp,77,passed,0.46161964109290377
mbpp,79,passed,0.12479732438295274
mbpp,80,passed,0.6601307176990713
mbpp,82,passed,0.3847003402298792
mbpp,83,hallucinated,0.09689942005435323
mbpp,84,passed,0.634124139165466
mbpp,85,passed,0.3782830644902565
mbpp,86,passed,1.0
mbpp,87,hallucinated,0.18624009938738223
mbpp,88,passed,0.2581054930589429
mbpp,89,passed,0.35852864990043
mbpp,90,passed,0.17056402950737626
mbpp,91,hallucinated,0.24172509829110933
mbpp,92,hallucinated,0.4300148805114521
mbpp,93,passed,0.11124291025258291
mbpp,94,passed,0.3960506798699097
mbpp,95,passed,0.3236492406876812
mbpp,96,passed,0.19336739663220304
mbpp,97,passed,0.16347368263815432
mbpp,98,hallucinated,0.15032162917085046
mbpp,99,passed,0.3657125325854957
mbpp,100,passed,0.20662783026854983
mbpp,101,passed,0.12035380827067496
mbpp,102,passed,0.778112148714991
mbpp,227,passed,0.09702801976965653
mbpp,228,passed,0.4491601534242114
mbpp,229,passed,0.2700634088474864
mbpp,230,passed,0.2693225695339719
mbpp,232,passed,0.17385204127585396
mbpp,233,passed,0.28025502048252193
mbpp,234,passed,0.13259251211820972
mbpp,235,hallucinated,0.1085286184095578
mbpp,237,hallucinated,0.2722931855178029
mbpp,238,passed,0.1911126484683365
mbpp,239,hallucinated,0.36647315128545843
mbpp,240,passed,0.4051504078529807
mbpp,242,passed,0.08710377834944641
mbpp,244,hallucinated,0.07579716109109566
mbpp,245,passed,0.18903575605555437
mbpp,246,passed,0.22903896616887565
mbpp,247,passed,0.4137092440006468
mbpp,248,passed,0.5214887569250635
mbpp,249,hallucinated,0.16324082721763572
mbpp,250,passed,0.1153919703132713
mbpp,251,passed,0.23845597959432524
mbpp,252,hallucinated,0.4188544941503734
mbpp,253,passed,0.12056540706036498
mbpp,255,passed,0.3518597690302051
mbpp,256,passed,0.21004832569483567
mbpp,257,passed,0.17861264846833652
mbpp,259,hallucinated,0.3044846677301043
mbpp,260,hallucinated,0.17499534464362035
mbpp,261,passed,0.6008843865408228
mbpp,262,passed,0.6373037543021386
mbpp,264,passed,0.7922949269881177
mbpp,265,passed,1.0
mbpp,266,passed,0.1388666896061212
mbpp,267,passed,0.30235240670789376
mbpp,268,hallucinated,0.3468498384061982
mbpp,269,passed,0.3069776351068051
mbpp,270,passed,0.25009890668218904
mbpp,271,passed,0.10574991140645833
mbpp,272,passed,0.3900080453857642
mbpp,273,passed,0.34622845200932884
mbpp,274,hallucinated,0.5348244019270398
mbpp,276,passed,0.20050849922509784
mbpp,277,passed,0.36473717834171726
mbpp,278,passed,0.39491232170699286
mbpp,279,hallucinated,0.3165207489525595
mbpp,280,passed,0.7009030872740118
mbpp,281,passed,0.3551741949364744
mbpp,282,passed,0.19243239128736905
mbpp,283,hallucinated,0.07324507460396483
mbpp,284,passed,0.26612934567296964
mbpp,418,passed,0.24488172995868193
mbpp,419,passed,0.20115255997006926
mbpp,420,hallucinated,0.08495255604784006
mbpp,421,hallucinated,0.18126943152377134
mbpp,422,passed,0.4846964416690951
mbpp,424,passed,0.31432754411326147
mbpp,425,passed,0.48281015844669856
mbpp,426,passed,0.12138456605170815
mbpp,427,hallucinated,0.257083806971234
mbpp,428,passed,0.6463014912688798
mbpp,429,passed,0.6532660547929544
mbpp,430,hallucinated,0.13014965961774647
mbpp,431,hallucinated,0.13188133622534848
mbpp,432,passed,0.24309833366036543
mbpp,433,passed,0.2792778888818211
mbpp,434,hallucinated,0.33690233172777206
mbpp,435,passed,0.5452994783079815
mbpp,436,passed,0.15952655500839813
mbpp,437,hallucinated,0.1518951803453945
mbpp,438,hallucinated,0.2819958545425723
mbpp,439,passed,0.24342079413915793
mbpp,440,hallucinated,0.43557787865857056
mbpp,441,passed,0.16174068796165397
mbpp,442,hallucinated,0.12003607760207324
mbpp,443,hallucinated,0.11301945579541589
mbpp,444,hallucinated,0.23697537279876701
mbpp,445,hallucinated,0.3970151883551385
mbpp,446,hallucinated,0.1280699039450483
mbpp,447,passed,0.114266109085432
mbpp,448,hallucinated,0.2512226424898497
mbpp,450,passed,0.3734984439934475
