dataset,task_id,status,codebleu_1st_pass
humaneval,HumanEval/0,passed,0.29458637821142303
humaneval,HumanEval/1,passed,0.27895347714240815
humaneval,HumanEval/10,hallucinated,0.2941600117176846
humaneval,HumanEval/11,passed,0.3452353974902449
humaneval,HumanEval/12,passed,0.41597488602964994
humaneval,HumanEval/13,passed,0.5810682531772061
humaneval,HumanEval/14,passed,0.23611470656443923
humaneval,HumanEval/100,passed,0.22399875744523545
humaneval,HumanEval/101,passed,0.16945173035507205
humaneval,HumanEval/102,passed,0.5241460145114539
humaneval,HumanEval/103,passed,0.2870041059004854
humaneval,HumanEval/104,passed,0.2587864172701401
humaneval,HumanEval/105,passed,0.46524966182447725
humaneval,HumanEval/106,passed,0.205817499719606
humaneval,HumanEval/107,passed,0.39605814771442943
humaneval,HumanEval/108,hallucinated,0.23113240984320804
humaneval,HumanEval/109,passed,0.2755957456856082
humaneval,HumanEval/110,hallucinated,0.16743258615546025
humaneval,HumanEval/111,passed,0.13191189042045962
humaneval,HumanEval/112,passed,0.5241730289933599
humaneval,HumanEval/113,passed,0.28814152681636945
humaneval,HumanEval/114,passed,0.1506144875587434
humaneval,HumanEval/115,hallucinated,0.341743665926696
humaneval,HumanEval/116,passed,0.39368108258188406
humaneval,HumanEval/117,passed,0.3397685935682312
humaneval,HumanEval/118,passed,0.37536943298198666
humaneval,HumanEval/119,passed,0.2402727928667307
humaneval,HumanEval/120,hallucinated,0.24666569103551064
humaneval,HumanEval/121,passed,0.36108604003094974
humaneval,HumanEval/122,passed,0.19899857094982554
humaneval,HumanEval/123,hallucinated,0.24243219359105733
humaneval,HumanEval/124,passed,0.38216670090456595
humaneval,HumanEval/125,hallucinated,0.390247641708716
humaneval,HumanEval/126,hallucinated,0.15679656209348303
humaneval,HumanEval/128,passed,0.28144508700663906
humaneval,HumanEval/131,passed,0.20863514923846926
humaneval,HumanEval/133,passed,0.25752436324663824
humaneval,HumanEval/136,passed,0.2511824108165151
humaneval,HumanEval/138,passed,0.39660879462869647
humaneval,HumanEval/139,passed,0.32293657347854715
humaneval,HumanEval/140,passed,0.14506917208581202
