dataset,task_id,status,codebleu_1st_pass
ds1000,DS0000,passed,0.7030127067599006
ds1000,DS0003,hallucinated,0.45968578957805917
ds1000,DS0005,hallucinated,0.12196013640648998
ds1000,DS0010,hallucinated,0.14055712666046866
ds1000,DS0023,passed,0.32790076793789164
ds1000,DS0025,hallucinated,0.2965667760260937
ds1000,DS0029,hallucinated,0.17373438146093484
ds1000,DS0042,hallucinated,0.22834910438421754
ds1000,DS0043,hallucinated,0.2086035766623609
ds1000,DS0045,hallucinated,0.09755248606011413
ds1000,DS0049,hallucinated,0.3351036291528772
ds1000,DS0054,hallucinated,0.46363557202303585
ds1000,DS0059,hallucinated,0.20903018055590275
ds1000,DS0060,hallucinated,0.23260909689931553
ds1000,DS0064,hallucinated,0.17803717663286772
ds1000,DS0065,hallucinated,0.25332923924940315
ds1000,DS0067,hallucinated,0.2531968714264905
ds1000,DS0068,hallucinated,0.46817127785653223
ds1000,DS0069,passed,0.4068391501944905
ds1000,DS0073,hallucinated,0.19550140786598325
ds1000,DS0075,hallucinated,0.25921805756584027
ds1000,DS0082,hallucinated,0.4119481158194964
ds1000,DS0084,hallucinated,0.3221690142951053
ds1000,DS0096,hallucinated,0.15902718586133197
ds1000,DS0100,passed,0.7350922310849595
ds1000,DS0103,hallucinated,0.27318125721228925
ds1000,DS0104,hallucinated,0.1367435664281849
ds1000,DS0110,hallucinated,0.7942110560234634
ds1000,DS0116,hallucinated,0.3083310769075239
ds1000,DS0123,hallucinated,0.24691293289329108
ds1000,DS0124,hallucinated,0.27959001153305507
ds1000,DS0132,hallucinated,0.34103744702340477
ds1000,DS0136,passed,0.7569388448316736
ds1000,DS0141,hallucinated,0.5056587161881465
ds1000,DS0142,hallucinated,0.12800101797672037
ds1000,DS0143,passed,0.3467656279914645
ds1000,DS0144,passed,0.3467656279914645
ds1000,DS0147,passed,0.4776801840676827
ds1000,DS0148,hallucinated,0.5010673101485913
ds1000,DS0149,hallucinated,0.5010673101485913
ds1000,DS0150,hallucinated,0.4732895323708135
ds1000,DS0158,hallucinated,0.2137418049404487
ds1000,DS0159,hallucinated,0.22660733112921416
ds1000,DS0171,hallucinated,0.5066913705906244
ds1000,DS0177,passed,0.7569388448316736
ds1000,DS0184,hallucinated,0.15732528384284217
ds1000,DS0185,passed,0.5800422845708245
ds1000,DS0189,hallucinated,0.3784676809123441
ds1000,DS0190,passed,0.6574474026911339
ds1000,DS0194,passed,0.3852323588467099
ds1000,DS0199,hallucinated,0.1532913857501001
ds1000,DS0202,hallucinated,0.11623671471042096
ds1000,DS0209,hallucinated,0.3310056517269127
ds1000,DS0213,passed,1.0
ds1000,DS0217,passed,0.4847161790748834
ds1000,DS0228,hallucinated,0.11471131986841333
ds1000,DS0237,hallucinated,0.42391187874480724
ds1000,DS0239,hallucinated,0.4463406094103916
ds1000,DS0241,hallucinated,0.5704476331345559
ds1000,DS0242,hallucinated,0.17728914783852256
ds1000,DS0247,hallucinated,0.24464120969245295
ds1000,DS0253,hallucinated,0.15114012594745518
ds1000,DS0260,passed,1.0
ds1000,DS0261,passed,0.920659560767509
ds1000,DS0268,hallucinated,0.17696807772533985
ds1000,DS0270,hallucinated,0.2901820553321942
ds1000,DS0282,hallucinated,0.43562596061016823
ds1000,DS0295,passed,0.19280493055861153
ds1000,DS0298,hallucinated,0.18078857719962652
ds1000,DS0303,hallucinated,0.11687908935812569
