dataset,task_id,status,codebleu_1st_pass
ds1000,DS0000,passed,0.1732731222759597
ds1000,DS0003,passed,0.4570093746946834
ds1000,DS0005,hallucinated,0.148987163433517
ds1000,DS0010,hallucinated,0.09042768403398092
ds1000,DS0023,passed,0.5099870958260169
ds1000,DS0025,hallucinated,0.2965667760260937
ds1000,DS0029,hallucinated,0.1793523589890247
ds1000,DS0042,hallucinated,0.26231254889345945
ds1000,DS0043,hallucinated,0.2495760435498038
ds1000,DS0045,hallucinated,0.07963642155081613
ds1000,DS0049,hallucinated,0.2525920903331036
ds1000,DS0054,hallucinated,0.3091588289547467
ds1000,DS0059,hallucinated,0.18492509754155334
ds1000,DS0060,hallucinated,0.18941002663114415
ds1000,DS0064,hallucinated,0.1791625939504219
ds1000,DS0065,hallucinated,0.23238521269130685
ds1000,DS0067,hallucinated,0.23238521269130685
ds1000,DS0068,hallucinated,0.34238846404236334
ds1000,DS0069,passed,0.4068391501944905
ds1000,DS0073,hallucinated,0.2170764560661397
ds1000,DS0075,hallucinated,0.2136111490716815
ds1000,DS0082,hallucinated,0.24851923314162386
ds1000,DS0084,hallucinated,0.23519605132649724
ds1000,DS0096,hallucinated,0.23133215941892787
ds1000,DS0100,passed,0.2597027821447928
ds1000,DS0103,passed,0.2730513757911358
ds1000,DS0104,hallucinated,0.09967714062719213
ds1000,DS0110,passed,0.26561103812142667
ds1000,DS0116,hallucinated,0.2714155795841392
ds1000,DS0123,hallucinated,0.2924433448432707
ds1000,DS0124,passed,0.3192901580786566
ds1000,DS0132,hallucinated,0.2764577480454766
ds1000,DS0136,passed,0.5902706873903188
ds1000,DS0141,hallucinated,0.337672452850744
ds1000,DS0142,hallucinated,0.13977749225100855
ds1000,DS0143,passed,0.23755844731558684
ds1000,DS0144,passed,0.23755844731558684
ds1000,DS0147,hallucinated,0.38435643247788026
ds1000,DS0148,hallucinated,0.4201155261920889
ds1000,DS0149,hallucinated,0.4201155261920889
ds1000,DS0150,hallucinated,0.39812478545134816
ds1000,DS0158,hallucinated,0.16020398957086093
ds1000,DS0159,hallucinated,0.14734170264864516
ds1000,DS0171,passed,0.3612815394837564
ds1000,DS0177,passed,0.5902706873903188
ds1000,DS0184,hallucinated,0.16261889232128332
ds1000,DS0185,passed,0.48787746035397
ds1000,DS0189,hallucinated,0.23520735885002347
ds1000,DS0190,passed,0.2776732278884431
ds1000,DS0194,hallucinated,0.2299399120210557
ds1000,DS0199,hallucinated,0.1532913857501001
ds1000,DS0202,hallucinated,0.15405245644404955
ds1000,DS0209,hallucinated,0.26236248903106096
ds1000,DS0213,passed,0.29013950956665807
ds1000,DS0217,hallucinated,0.16706059158668912
ds1000,DS0228,hallucinated,0.10177203611454272
ds1000,DS0237,hallucinated,0.19468092745438353
ds1000,DS0239,hallucinated,0.4178679300160532
ds1000,DS0241,hallucinated,0.15780479824874438
ds1000,DS0242,hallucinated,0.14671805082333603
ds1000,DS0247,hallucinated,0.24464120969245295
ds1000,DS0253,hallucinated,0.1893965626116545
ds1000,DS0260,hallucinated,0.2879204648165766
ds1000,DS0261,hallucinated,0.3065797359711353
ds1000,DS0268,hallucinated,0.17696807772533985
ds1000,DS0270,hallucinated,0.21578507482501186
ds1000,DS0282,hallucinated,0.17708333333333334
ds1000,DS0295,passed,0.1955872293304662
ds1000,DS0298,hallucinated,0.18892029500173102
ds1000,DS0303,hallucinated,0.11687908935812569
ds1000,DS0306,hallucinated,0.10861107217239263
ds1000,DS0307,hallucinated,0.19042140215390246
ds1000,DS0308,hallucinated,0.6851986466168921
ds1000,DS0314,passed,0.26367167052967455
ds1000,DS0319,hallucinated,0.22747269901249909
ds1000,DS0322,hallucinated,0.28848010883412556
ds1000,DS0329,hallucinated,0.4863647380318431
ds1000,DS0333,hallucinated,0.1828316372379798
ds1000,DS0335,passed,0.23233994397350433
ds1000,DS0336,hallucinated,0.3080541129357459
ds1000,DS0342,hallucinated,0.16984204011752801
ds1000,DS0351,passed,0.26864310658059015
ds1000,DS0354,hallucinated,0.1656124522549493
ds1000,DS0358,hallucinated,0.20987717991180413
